################################################################################
#
# This file is an extension for the 'parameterDef_fmi.csv' file. In this file
# we are definining FMI parameters that have the same name as the newbase
# parameters. 
#
# This means that we can easily map Newbase parameters to FMI parameters without 
# any conversion. We can even ignore the "standard" FMI parameters and use only 
# these names. 

# However, it is good to realize that there are good reasons why we use FMI parameter
# names in the first place. The point is that we try to harmonize and simplify 
# the parameter identification. 
#
# For example, it does not make sense that we have different parameter names for 
# temperature on different levels (temperature,temperature-2m, temperature-10m, etc.). 
# On the other hand we should have different parameter names for parameters that are 
# using different units. For example, a temperature parameter expressed in Kelvins is 
# a different parameter than a temperature parameter expressed in Celsius. So, if
# we just request a temperature parameter, we could get the temperature value
# in Kelvins, Celsius, Fahrenheit, etc. if we do not specify also the parameter
# unit.
#  
# So, in spite of that we are able to define all kinds of FMI parameter names,
# we should use these names only "special cases". 
#
# FIELDS:
# 1) FmiParameterId
# 2) FmiParameterName
# 3) FmiParameterUnits
# 4) FmiParameterDescription
# 5) AreaInterpolationMethod
# 6) TimeInterpolationMethod
# 7) LevelInterpolationMethod
# 8) DefaultPrecision
#
#################################################################################
1000396;GroundWaterLevel;;;1;1;1;;
1000397;GroundWaterLevelIndex;;;1;1;1;;
1000399;VegetationType;;;1;1;1;;
1000400;ForecasterCode;;;1;1;1;;
1000401;WmoBlockNumber;;;1;1;1;;
1000402;WmoStationNumber;;;1;1;1;;
1000403;StationType;;;1;1;1;;
1000404;Latitude;;;1;1;1;;
1000405;Longitude;;;1;1;1;;
1000406;PressureChange;;;1;1;1;;
1000407;Visibility;;;1;1;1;;
1000408;PresentWeather;;;1;1;1;;
1000409;PastWeather1;;;1;1;1;;
1000410;PastWeather2;;;1;1;1;;
1000411;LowCloudType;;;1;1;1;;
1000412;MiddleCloudType;;;1;1;1;;
1000413;HighCloudType;;;1;1;1;;
1000414;CloudHeight;;;1;1;1;;
1000415;PrecipitationPeriod;;;1;1;1;;
1000416;MaximumWind;;;1;1;1;;
1000417;WindGust;;;1;1;1;;
1000418;OldVisibility;;;1;1;1;;
1000419;VisibilityChange;;;1;1;1;;
1000420;RainOnOff;;;1;1;1;;
1000421;SunOnOff;;;1;1;1;;
1000422;WetnessOnOff;;;1;1;1;;
1000423;RainMinutes;;;1;1;1;;
1000424;StateOfGround;;;1;1;1;;
1000425;SnowDepth06;;;1;1;1;;
1000426;SnowDepth18;;;1;1;1;;
1000427;DailyMeanTemperature;;;1;1;1;;
1000428;MinimumTemperature06;;;1;1;1;;
1000429;MaximumTemperature06;;;1;1;1;;
1000430;MinimumGroundTemperature06;;;1;1;1;;
1000431;MinimumTemperature18;;;1;1;1;;
1000432;MaximumTemperature18;;;1;1;1;;
1000433;MonthlyMeanTemperature;;;1;1;1;;
1000434;MonthlyPrecipitation;;;1;1;1;;
1000435;SunHours;;;1;1;1;;
1000436;DailyGlobalRadiation;;;1;1;1;;
1000437;DailyDiffuseRadiation;;;1;1;1;;
1000438;DailyReflectedRadiation;;;1;1;1;;
1000439;DailyNetRadiation;;;1;1;1;;
1000440;PrecipitationReliability;;;1;1;1;;
1000441;TotalOzone;;;1;1;1;;
1000442;UVCumulated;;;1;1;1;;
1000443;UVMaximum;;;1;1;1;;
1000444;TimeOfUVMaximum;;;1;1;1;;
1000445;DailyPrecipitationCode;;;1;1;1;;
1000446;HourlySunShine;;;1;1;1;;
1000447;HourlyGlobalRadiation;;;1;1;1;;
1000448;HourlyDiffuseRadiation;;;1;1;1;;
1000449;HourlyReflectedRadiation;;;1;1;1;;
1000450;HourlyNetRadiation;;;1;1;1;;
1000451;MonthlyMeanPrecipitation3160;;;1;1;1;;
1000452;MonthlyMeanTemperature3160;;;1;1;1;;
1000453;MonthlyMeanCloudiness3160;;;1;1;1;;
1000454;Monthly15SnowDepth3160;;;1;1;1;;
1000455;MonthlyMeanPrecipitation6190;;;1;1;1;;
1000456;MonthlyMeanTemperature6190;;;1;1;1;;
1000457;MonthlyMeanCloudiness6190;;;1;1;1;;
1000458;Monthly15SnowDepth6190;;;1;1;1;;
1000459;HourlyPressure;;;1;1;1;;
1000460;HourlyTemperature;;;1;1;1;;
1000461;HourlyMinimumTemperature;;;1;1;1;;
1000462;HourlyMaximumTemperature;;;1;1;1;;
1000463;HourlyRelativeHumidity;;;1;1;1;;
1000464;HourlyWindSpeed;;;1;1;1;;
1000465;HourlyMinimumWindSpeed;;;1;1;1;;
1000466;HourlyMaximumWindSpeed;;;1;1;1;;
1000467;HourlyMaximumGust;;;1;1;1;;
1000468;HourlyWindDirection;;;1;1;1;;
1000469;HourlyMaxRainIntensity;;;1;1;1;;
1000470;RainIntensityWeather;;;1;1;1;;
1000471;HourlyWaterTemperature;;;1;1;1;;
1000472;PressureAtStationLevel;;;1;1;1;;
1000473;Precipitation06;;;1;1;1;;
1000474;Precipitation18;;;1;1;1;;
1000475;FlAltitude;;;1;1;1;;
1000476;PhaseOfFlight;;;1;1;1;;
1000477;Turbulence;;;1;1;1;;
1000478;BaseOfTurbulence;;;1;1;1;;
1000479;TopOfTurbulence;;;1;1;1;;
1000480;Icing;;;1;1;1;;
1000481;StdDevTotalCloud;;;1;1;1;;
1000482;TemperatureHighCld;;;1;1;1;;
1000483;StdDevHighCld;;;1;1;1;;
1000484;TemperatureLMCld;;;1;1;1;;
1000485;StdDevLMCld;;;1;1;1;;
1000486;FogPercentage;;;1;1;1;;
1000487;LandPercentage;;;1;1;1;;
1000488;SeaPercentage;;;1;1;1;;
1000489;SnowPercentage;;;1;1;1;;
1000490;SunGlintPercentage;;;1;1;1;;
1000491;IR;;;1;1;1;;
1000492;VIS;;;1;1;1;;
1000493;WV;;;1;1;1;;
1000494;CH112;;;1;1;1;;
1000495;Precipitation7Days;;;1;1;1;;
1000496;Precipitation10Days;;;1;1;1;;
1000497;Precipitation30Days;;;1;1;1;;
1000498;SunSeconds;;;1;1;1;;
1000499;HaKeTaskCode;;;1;1;1;;
1000500;CloudBase;;;1;1;1;;
1000501;1CloudCover;;;1;1;1;;
1000502;1CloudBase;;;1;1;1;;
1000503;2CloudCover;;;1;1;1;;
1000504;2CloudBase;;;1;1;1;;
1000505;3CloudCover;;;1;1;1;;
1000506;3CloudBase;;;1;1;1;;
1000507;4CloudCover;;;1;1;1;;
1000508;4CloudBase;;;1;1;1;;
1000509;CbCloudCover;;;1;1;1;;
1000510;CbCloudBase;;;1;1;1;;
1000511;SolarElevation;;;1;1;1;;
1000513;CloudCeilingHFT;;;1;1;1;;
1000514;WindGustKT;;;1;1;1;;
1000515;AviVis;;;1;1;1;;
1000516;VerVis;;;1;1;1;;
1000517;WindSpeedKT;;;1;1;1;;
1000518;HourlyMaximumGustKT;;;1;1;1;;
1000519;WindVectorKT;;;1;1;1;;
1000520;WeatherSymbolTaf;;;1;1;1;;
1000521;AviationWeather1;;;1;1;1;;
1000522;AviationWeather2;;;1;1;1;;
1000523;AviationWeather3;;;1;1;1;;
1000524;PackedAviationCloud1;;;1;1;1;;
1000525;PackedAviationCloud2;;;1;1;1;;
1000526;PackedAviationCloud3;;;1;1;1;;
1000527;PackedAviationCloud4;;;1;1;1;;
1000530;LandCover;;;1;1;1;;
1000531;GrassFireIndex;;;1;1;1;;
1000532;IceCover;;;1;1;1;;
1000533;DeepSoilTemperature;;;1;1;1;;
1000534;DeepSoilMoistureContent;;;1;1;1;;
1000535;ForestGroundHumidity;;;1;1;1;;
1000536;FieldGroundHumidity;;;1;1;1;;
1000537;Precipitation5d;;;1;1;1;;
1000538;ForestFireWarning;;;1;1;1;;
1000539;ForestFireIndex;;;1;1;1;;
1000540;GroundHumidityForest;;;1;1;1;;
1000541;ClusterTemperature1;;;1;1;1;;
1000542;ClusterTemperature2;;;1;1;1;;
1000543;ClusterTemperature3;;;1;1;1;;
1000544;ClusterTemperature4;;;1;1;1;;
1000545;ClusterTemperature5;;;1;1;1;;
1000546;ClusterTemperature6;;;1;1;1;;
1000547;ClusterGeopHeight1;;;1;1;1;;
1000548;ClusterGeopHeight2;;;1;1;1;;
1000549;ClusterGeopHeight3;;;1;1;1;;
1000550;ClusterGeopHeight4;;;1;1;1;;
1000551;ClusterGeopHeight5;;;1;1;1;;
1000552;ClusterGeopHeight6;;;1;1;1;;
1000556;EFIWindSpeed;;;1;1;1;;
1000557;EFITemperature;;;1;1;1;;
1000558;EFIWindGust;;;1;1;1;;
1000559;EFIPrecipitation;;;1;1;1;;
1000560;ProbabilityOfTemp;;;1;1;1;;
1000561;ProbabilityOfTempLimit1;;;1;1;1;;
1000562;ProbabilityOfTempLimit2;;;1;1;1;;
1000563;ProbabilityOfTempLimit3;;;1;1;1;;
1000564;ProbabilityOfTempLimit4;;;1;1;1;;
1000570;ProbabilityOfPrec;;;1;1;1;;
1000571;ProbabilityOfPrecLimit1;;;1;1;1;;
1000572;ProbabilityOfPrecLimit2;;;1;1;1;;
1000573;ProbabilityOfPrecLimit3;;;1;1;1;;
1000574;ProbabilityOfPrecLimit4;;;1;1;1;;
1000575;ProbabilityOfPrecLimit5;;;1;1;1;;
1000576;ProbabilityOfPrecLimit6;;;1;1;1;;
