# This file is automatically generated by the 'radon2config' program. It is used for mapping FMI level
# identifier (defined in the Radon database) into the level identifiers used in GRIB1 files.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiLevelId
# 2) FmiProducerId
# 3) GeneratingProcessIdentifier
# 4) Centre
# 5) Grib1LevelIdentifier
#
7;150;150;86;102;
7;151;151;86;102;
7;210;210;86;102;
7;230;230;86;102;
7;240;240;86;102;
7;1016;;;102;
7;2026;;;102;
7;2125;;;102;
7;2150;;;102;
7;2155;;;102;
7;2156;;;102;
7;2157;;;102;
7;2158;;;102;
7;2159;;;102;
7;2160;;;102;
7;2161;;;102;
8;1;1;86;200;
8;4;40;251;200;
8;199;3;86;200;
9;131;148;98;112;
12;230;230;86;246;
12;240;240;86;246;
12;260;204;86;246;
13;230;230;86;106;
13;240;240;86;106;
14;130;128;98;112;
14;135;139;98;112;
15;4;40;251;20;
15;199;3;86;20;
15;260;204;86;20;
