# This file is used for mapping grib identifiers to FMI identifiers.
#
# FIELDS:
# 1) FmiParameterId
# 2) GribParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
#1;1000000000;

# Precipitation form

# Past Weather 2
# W2-N => UNKNOWN
#208;1000000000;

# Cloud Height in  Meters
# H-M => CloudHeight
209;1000000414;

# Low Cloud Type
# CL-N => UNKNOWN
#210;1000000000;

# Medium Cloud Type
# CM-N => UNKNOWN
#211;1000000000;

# High Cloud Type
# CH-N => UNKNOWN
#212;1000000000;

# Period of Rain Amount in Seconds
# RRT-S => UNKNOWN
#213;1000000000;

# Maximum Temperature in Kelvins
# TMAX-K => MaximumTemperature
214;1000000005;
214;3015;
214;50015;

# Maximum Temperature in Kelvins
# TMAX-K => MaximumTemperature2m
214;1000000360;

# Minimum Temperature in Kelvins
# TMIN-K => MinimumTemperature
215;1000000006;
215;3016;
215;50016;

# Minimum Temperature in Kelvins
# TMIN-K => MinimumTemperature2m
215;1000000361;

# Ground Temperature in Kelvins
# TG-K => GroundTemperature
216;1000000288;
216;130;

# Snow Depth in Meters
# SD-M => SnowDepth
217;1000000051;
217;3066;

# Skin temperature
# SKT-K => SkinTemperature
218;1000000235;
218;235;

# Lapse rate K/m
# LR-KM => LapseRate
219;1000000046;
219;3019;

# Height of cloud top
# CLDTOP-M => CloudTop
220;1000001174;

# Large scale snow accumulation in kg/m2
# SNL-KGM2 => LargeScaleSnow
221;1000000279;
221;3079;

# Convective snow accumulation in kg/m2
# SNC-KGM2 => ConvectiveSnow
222;1000000278;
222;500052;

# Large scale snowfall rate in mm/h
# SNRL-KGM2 => SnowWaterRatio
223;1000000268;

# Convective snowfall rate in mm/h
# SNRC-KGM2 => NEWBASE-PARAMETER[269]
224;1000000269;

# Probability of reaching wind gust speed of 30 m/s in EPS
# PROB-WG-4 => ProbabilityOfGustLimit4
225;1000000586;

# Probability of reaching wind gust speed of 35 m/s in EPS
# PROB-WG-5 => ProbabilityOfGustLimit5
226;1000000587;

# Probability of reaching wind speed of 17 m/s in EPS
# PROB-W-3 => ProbabilityOfWindLimit3
227;1000001023;

# Probability of reaching wind speed of 21 m/s in EPS
# PROB-W-4 => ProbabilityOfWindLimit4
228;1000001024;

# Probability of reaching wind speed of 25 m/s in EPS
# PROB-W-5 => ProbabilityOfWindLimit5
229;1000001025;

# Probability of reaching wind speed of 30 m/s in EPS
# PROB-W-6 => ProbabilityOfWindLimit6
230;1000001026;

# Probability of reaching temperature 25 C in EPS
# PROB-TW-1 => ProbabilityOfHeatLimit1
231;1000001041;

# Probability of reaching temperature 27 C in EPS
# PROB-TW-2 => ProbabilityOfHeatLimit2
232;1000001042;

# Probability of reaching temperature 30 C in EPS
# PROB-TW-3 => ProbabilityOfHeatLimit3
233;1000001043;

# Probability of reaching CAPE value 50 in EPS
