# This file is automatically generated by the 'radon2config' program. It defines FMI parameters used
# in the Radon database.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiParameterId
# 2) NewbaseParameterId
# 3) ConversionFunction
#

# Minimum temperature at 2m since previous post-processing
# MINT2M-C => UNKNOWN
# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfMUCAPELimit2
235;1319;MUL{$,100.000000}

# Probability of reaching CAPE value 500 in EPS
# PROB-CAPE-2 => ProbabilityOfMLCAPELimit2
235;1326;MUL{$,100.000000}

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfCAPE3
236;1053;;

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfCAPE3
236;1053;MUL{$,100.000000}

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfMUCAPELimit3
236;1320;MUL{$,100.000000}

# Probability of reaching CAPE value 1000 in EPS
# PROB-CAPE-3 => ProbabilityOfMLCAPELimit3
236;1327;MUL{$,100.000000}

# Probability of reaching CAPE value 1500 in EPS
# PROB-CAPE-4 => ProbabilityOfCAPE4
237;1054;MUL{$,100.000000}

# Probability of reaching CAPE value 1500 in EPS
# PROB-CAPE-4 => ProbabilityOfMUCAPELimit4
237;1321;MUL{$,100.000000}

# Probability of reaching CAPE value 1500 in EPS
# PROB-CAPE-4 => ProbabilityOfMLCAPELimit4
237;1328;MUL{$,100.000000}

# Probability of reaching precipitation 30 mm in 24 h in EPS
# PROB-RR24-1 => ProbabilityOfPr24Limit1
238;1071;MUL{$,100.000000}

# Probability of reaching precipitation 60 mm in 24 h in EPS
# PROB-RR24-2 => ProbabilityOfPr24Limit2
239;1072;MUL{$,100.000000}

# Probability of reaching precipitation 120 mm in 24 h in EPS
# PROB-RR24-3 => ProbabilityOfPr24Limit3
240;1073;MUL{$,100.000000}

# Probability of reaching precipitation 70 mm in 24 h in EPS
# PROB-RR24-4 => ProbabilityOfPr24Limit4
241;1074;MUL{$,100.000000}

# Probability of reaching precipitation 120 mm in 24 h in EPS
# PROB-RR24-5 => ProbabilityOfPr24Limit5
242;1075;MUL{$,100.000000}

# Probability of reaching snowfall 1 mm in 6 h in EPS
# PROB-SN-1 => ProbabilityOfSn6Limit1
243;1081;MUL{$,100.000000}

# Probability of reaching snowfall 1 mm in 6 h in EPS
# PROB-SN-1 => ProbabilityOfSnLimit1
243;1363;MUL{$,100.000000}

# Probability of reaching snowfall 5 mm in 6 h in EPS
# PROB-SN-2 => ProbabilityOfSn6Limit2
244;1082;MUL{$,100.000000}

# Probability of reaching snowfall 5 mm in 6 h in EPS
# PROB-SN-2 => ProbabilityOfSnLimit2
244;1364;MUL{$,100.000000}

# Probability of reaching snowfall 10 mm in 6 h in EPS
# PROB-SN-3 => ProbabilityOfSn6Limit3
245;1083;MUL{$,100.000000}

# Probability of reaching snowfall 10 mm in 6 h in EPS
# PROB-SN-3 => ProbabilityOfSnLimit3
245;1365;MUL{$,100.000000}

# Probability of reaching snowfall 15 mm in 6 h in EPS
# PROB-SN-4 => ProbabilityOfSn6Limit4
246;1084;MUL{$,100.000000}

# Probability of reaching snowfall 15 mm in 6 h in EPS
# PROB-SN-4 => NEWBASE-PARAMETER[1366]
246;1366;MUL{$,100.000000}

# Probability of reaching snowfall 30 mm in 6 h in EPS
# PROB-SN-5 => ProbabilityOfSn6Limit5
247;1085;MUL{$,100.000000}

# Probability of reaching snowfall 30 mm in 6 h in EPS
# PROB-SN-5 => NEWBASE-PARAMETER[1367]
247;1367;MUL{$,100.000000}

# Probability of reaching snowfall 50 mm in 6 h in EPS
# PROB-SN-6 => ProbabilityOfSn6Limit6
248;1086;MUL{$,100.000000}

# Probability of reaching snowfall 50 mm in 6 h in EPS
# PROB-SN-6 => NEWBASE-PARAMETER[1368]
248;1368;MUL{$,100.000000}

# Probability of reaching snowfall 1 mm in 24 h in EPS
# PROB-SN24-1 => ProbabilityOfSn24Limit1
249;1091;MUL{$,100.000000}

# Probability of reaching snowfall 5 mm in 24 h in EPS
# PROB-SN24-2 => ProbabilityOfSn24Limit2
250;1092;MUL{$,100.000000}

# Probability of reaching snowfall 10 mm in 24 h in EPS
# PROB-SN24-3 => ProbabilityOfSn24Limit3
251;1093;MUL{$,100.000000}

# Probability of reaching snowfall 15 mm in 24 h in EPS
# PROB-SN24-4 => ProbabilityOfSn24Limit4
252;1094;MUL{$,100.000000}

# Probability of reaching snowfall 30 mm in 24 h in EPS
# PROB-SN24-5 => ProbabilityOfSn24Limit5
253;1095;MUL{$,100.000000}

# Probability of reaching snowfall 50 mm in 24 h in EPS
# PROB-SN24-6 => ProbabilityOfSn24Limit6
254;1096;MUL{$,100.000000}

# Probability of reaching some precipitation threshold value
# PROB-RR-5 => ProbabilityOfPrecLimit5
255;575;MUL{$,100.000000}

# Probability of reaching some precipitation threshold value
# PROB-RR-5 => ProbabilityOfPr6Limit5
255;1065;MUL{$,100.000000}

# Probability of reaching some precipitation threshold value
# PROB-RR-6 => ProbabilityOfPrecLimit6
256;576;MUL{$,100.000000}

# Probability of reaching some precipitation threshold value
# PROB-RR-6 => ProbabilityOfPr6Limit6
256;1066;MUL{$,100.000000}

# Probability of reaching -15 C in EPS
# PROB-TC-1 => ProbabilityOfColdLimit1
257;1031;MUL{$,100.000000}

# Probability of reaching -20 C in EPS
# PROB-TC-2 => ProbabilityOfColdLimit2
258;1032;MUL{$,100.000000}

# Probability of reaching -25 C in EPS
# PROB-TC-3 => ProbabilityOfColdLimit3
259;1033;MUL{$,100.000000}

# Probability of reaching -30 C in EPS
# PROB-TC-4 => ProbabilityOfColdLimit4
260;1034;MUL{$,100.000000}

# Average precipitation 6 hours in EPS
# RR-AVE6-MM => UNKNOWN
261;0;;

# Average snow fall 6 hours in EPS
# SN-AVE6-MM => UNKNOWN
262;0;;

# Probability of reaching precipitation 1 mm in 24 h in EPS
# PROB-RR24-6 => NEWBASE-PARAMETER[1076]
